date,item_id,category,opening_stock,received_qty,consumed_qty,closing_stock,daily_usage,reorder_level,days_remaining,reorder_flag
2024-02-23,ITEM_FUEL001,Energy,6926.5,0.0,470.9,6455.6,470.87,100,13.7,0
2024-02-23,ITEM_SPARE001,Spares,952.6,0.0,0.0,952.6,0.0,300,999.0,0
2024-02-23,ITEM_SPARE002,Spares,1452.3,0.0,0.0,1452.3,0.0,300,999.0,0
2024-02-23,ITEM_MED001,Medical,1321.8,0.0,1.1,1320.7,1.08,100,1222.7,0
2024-02-24,ITEM_FOOD001,Food & Supplies,319.6,20.3,46.4,293.5,46.38,100,6.3,0
2024-02-24,ITEM_FUEL001,Energy,6455.6,0.0,396.6,6059.0,396.57,100,15.3,0
2024-02-24,ITEM_SPARE001,Spares,952.6,0.0,1.8,950.8,1.75,300,542.2,0
2024-02-24,ITEM_SPARE002,Spares,1452.3,0.0,0.0,1452.3,0.0,300,999.0,0
2024-02-24,ITEM_MED001,Medical,1320.7,0.0,1.7,1319.0,1.73,100,761.8,0
2024-02-25,ITEM_FOOD001,Food & Supplies,293.5,-0.6,47.3,245.7,47.26,100,5.2,0
2024-02-25,ITEM_FUEL001,Energy,6059.0,0.0,460.9,5598.2,460.89,100,12.1,0
2024-02-25,ITEM_SPARE001,Spares,950.8,0.0,0.0,950.8,0.0,300,999.0,0
2024-02-25,ITEM_SPARE002,Spares,1452.3,0.0,0.0,1452.3,0.0,300,999.0,0
2024-02-25,ITEM_MED001,Medical,1319.0,0.0,-0.0,1319.0,-0.02,100,999.0,0
2024-02-26,ITEM_FOOD001,Food & Supplies,245.7,19.5,50.0,215.2,49.95,100,4.3,0
2024-02-26,ITEM_FUEL001,Energy,5598.2,0.0,443.4,5154.8,443.39,100,11.6,0
2024-02-26,ITEM_SPARE001,Spares,950.8,13.5,0.0,964.3,0.0,300,999.0,0
2024-02-26,ITEM_SPARE002,Spares,1452.3,0.0,0.0,1452.3,0.0,300,999.0,0
2024-02-26,ITEM_MED001,Medical,1319.0,0.0,1.0,1318.0,1.02,100,1293.3,0
2024-02-27,ITEM_FOOD001,Food & Supplies,215.2,11.1,47.7,178.5,47.72,100,3.7,0
2024-02-27,ITEM_FUEL001,Energy,5154.8,0.0,345.8,4809.0,345.76,100,13.9,0
2024-02-27,ITEM_SPARE001,Spares,964.3,0.0,0.0,964.3,0.0,300,999.0,0
2024-02-27,ITEM_SPARE002,Spares,1452.3,74.6,0.0,1526.8,0.0,300,999.0,0
2024-02-27,ITEM_MED001,Medical,1318.0,0.0,1.2,1316.7,1.25,100,1056.8,0
2024-02-28,ITEM_FOOD001,Food & Supplies,178.5,13.0,43.4,148.2,43.42,100,3.4,0
2024-02-28,ITEM_FUEL001,Energy,4809.0,25000.0,420.7,10000.0,420.72,100,23.8,0
2024-02-28,ITEM_SPARE001,Spares,964.3,0.0,2.6,961.7,2.62,300,367.4,0
2024-02-28,ITEM_SPARE002,Spares,1526.8,0.0,0.0,1526.8,0.0,300,999.0,0
2024-02-28,ITEM_MED001,Medical,1316.7,0.0,0.5,1316.2,0.53,100,2463.2,0
2024-02-29,ITEM_FOOD001,Food & Supplies,148.2,21.7,51.4,118.5,51.43,100,2.3,0
2024-02-29,ITEM_FUEL001,Energy,10000.0,0.0,373.5,9626.5,373.52,100,25.8,0
2024-02-29,ITEM_SPARE001,Spares,961.7,0.0,0.0,961.7,0.0,300,999.0,0
2024-02-29,ITEM_SPARE002,Spares,1526.8,0.0,0.0,1526.8,0.0,300,999.0,0
2024-02-29,ITEM_MED001,Medical,1316.2,0.0,1.1,1315.1,1.12,100,1176.0,0
2024-03-01,ITEM_FOOD001,Food & Supplies,118.5,-4.1,48.2,66.2,48.22,100,1.4,1
2024-03-01,ITEM_FUEL001,Energy,9626.5,25000.0,421.2,10000.0,421.21,100,23.7,0
2024-03-01,ITEM_SPARE001,Spares,961.7,103.5,2.5,1062.7,2.47,300,429.8,0
2024-03-01,ITEM_SPARE002,Spares,1526.8,0.0,0.7,1526.2,0.65,300,2332.0,0
2024-03-01,ITEM_MED001,Medical,1315.1,0.0,1.1,1314.0,1.13,100,1167.7,0
2024-03-02,ITEM_FOOD001,Food & Supplies,66.2,10.4,45.6,30.9,45.63,100,0.7,1
2024-03-02,ITEM_FUEL001,Energy,10000.0,0.0,470.2,9529.8,470.25,100,20.3,0
2024-03-02,ITEM_SPARE001,Spares,1062.7,0.0,0.0,1062.7,0.0,300,999.0,0
2024-03-02,ITEM_SPARE002,Spares,1526.2,0.0,0.0,1526.2,0.0,300,999.0,0
2024-03-02,ITEM_MED001,Medical,1314.0,0.0,1.4,1312.5,1.44,100,914.6,0
2024-03-03,ITEM_FOOD001,Food & Supplies,30.9,30.2,49.1,12.1,49.05,100,0.2,1
2024-03-03,ITEM_FUEL001,Energy,9529.8,0.0,518.2,9011.6,518.18,100,17.4,0
2024-03-03,ITEM_SPARE001,Spares,1062.7,0.0,0.0,1062.7,0.0,300,999.0,0
2024-03-03,ITEM_SPARE002,Spares,1526.2,0.0,0.0,1526.2,0.0,300,999.0,0
2024-03-03,ITEM_MED001,Medical,1312.5,0.0,1.1,1311.4,1.11,100,1183.1,0
2024-03-04,ITEM_FOOD001,Food & Supplies,12.1,21.1,53.3,0.0,53.32,100,0.0,1
2024-03-04,ITEM_FUEL001,Energy,9011.6,0.0,515.8,8495.8,515.81,100,16.5,0
2024-03-04,ITEM_SPARE001,Spares,1062.7,62.5,0.0,1125.2,0.0,300,999.0,0
2024-03-04,ITEM_SPARE002,Spares,1526.2,0.0,2.2,1524.0,2.17,300,702.0,0
2024-03-04,ITEM_MED001,Medical,1311.4,0.0,0.8,1310.6,0.78,100,1670.9,0
2024-03-05,ITEM_FOOD001,Food & Supplies,0.0,1.5,39.0,0.0,39.03,100,0.0,1
2024-03-05,ITEM_FUEL001,Energy,8495.8,0.0,372.3,8123.5,372.28,100,21.8,0
2024-03-05,ITEM_SPARE001,Spares,1125.2,0.0,0.0,1125.2,0.0,300,999.0,0
2024-03-05,ITEM_SPARE002,Spares,1524.0,0.0,1.0,1523.0,0.97,300,1575.1,0
2024-03-05,ITEM_MED001,Medical,1310.6,0.0,0.4,1310.2,0.44,100,2998.0,0
2024-03-06,ITEM_FOOD001,Food & Supplies,0.0,10.9,46.8,0.0,46.8,100,0.0,1
2024-03-06,ITEM_FUEL001,Energy,8123.5,0.0,445.0,7678.5,444.99,100,17.3,0
2024-03-06,ITEM_SPARE001,Spares,1125.2,0.0,0.0,1125.2,0.0,300,999.0,0
2024-03-06,ITEM_SPARE002,Spares,1523.0,0.0,0.0,1523.0,0.0,300,999.0,0
2024-03-06,ITEM_MED001,Medical,1310.2,0.0,0.9,1309.3,0.93,100,1410.8,0
2024-03-07,ITEM_FOOD001,Food & Supplies,0.0,17.9,48.5,0.0,48.46,100,0.0,1
2024-03-07,ITEM_FUEL001,Energy,7678.5,0.0,389.8,7288.7,389.8,100,18.7,0
2024-03-07,ITEM_SPARE001,Spares,1125.2,0.0,0.4,1124.9,0.35,300,3176.1,0
2024-03-07,ITEM_SPARE002,Spares,1523.0,0.0,0.0,1523.0,0.0,300,999.0,0
2024-03-07,ITEM_MED001,Medical,1309.3,0.0,1.5,1307.7,1.55,100,843.9,0
2024-03-08,ITEM_FOOD001,Food & Supplies,0.0,27.7,38.7,0.0,38.73,100,0.0,1
2024-03-08,ITEM_FUEL001,Energy,7288.7,0.0,467.8,6820.9,467.81,100,14.6,0
2024-03-08,ITEM_SPARE001,Spares,1124.9,0.0,1.3,1123.6,1.27,300,888.0,0
2024-03-08,ITEM_SPARE002,Spares,1523.0,0.0,0.0,1523.0,0.0,300,999.0,0
2024-03-08,ITEM_MED001,Medical,1307.7,0.0,1.1,1306.6,1.15,100,1138.5,0
2024-03-09,ITEM_FOOD001,Food & Supplies,0.0,13.5,42.1,0.0,42.1,100,0.0,1
2024-03-09,ITEM_FUEL001,Energy,6820.9,0.0,390.2,6430.6,390.25,100,16.5,0
2024-03-09,ITEM_SPARE001,Spares,1123.6,0.0,0.0,1123.6,0.0,300,999.0,0
2024-03-09,ITEM_SPARE002,Spares,1523.0,69.9,0.0,1592.9,0.0,300,999.0,0
2024-03-09,ITEM_MED001,Medical,1306.6,0.0,1.1,1305.5,1.08,100,1210.0,0
2024-03-10,ITEM_FOOD001,Food & Supplies,0.0,18.2,45.6,0.0,45.59,100,0.0,1
2024-03-10,ITEM_FUEL001,Energy,6430.6,0.0,487.1,5943.5,487.12,100,12.2,0
2024-03-10,ITEM_SPARE001,Spares,1123.6,0.0,0.0,1123.6,0.0,300,999.0,0
2024-03-10,ITEM_SPARE002,Spares,1592.9,0.0,1.7,1591.2,1.68,300,947.5,0
2024-03-10,ITEM_MED001,Medical,1305.5,0.0,0.6,1304.9,0.64,100,2026.7,0
2024-03-11,ITEM_FOOD001,Food & Supplies,0.0,21.8,54.3,0.0,54.3,100,0.0,1
2024-03-11,ITEM_FUEL001,Energy,5943.5,0.0,406.1,5537.5,406.06,100,13.6,0
2024-03-11,ITEM_SPARE001,Spares,1123.6,0.0,0.0,1123.6,0.0,300,999.0,0
2024-03-11,ITEM_SPARE002,Spares,1591.2,0.0,0.0,1591.2,0.0,300,999.0,0
2024-03-11,ITEM_MED001,Medical,1304.9,0.0,1.4,1303.5,1.36,100,955.3,0
2024-03-12,ITEM_FOOD001,Food & Supplies,0.0,14.6,52.9,0.0,52.94,100,0.0,1
2024-03-12,ITEM_FUEL001,Energy,5537.5,0.0,517.7,5019.7,517.73,100,9.7,0
2024-03-12,ITEM_SPARE001,Spares,1123.6,0.0,0.0,1123.6,0.0,300,999.0,0
2024-03-12,ITEM_SPARE002,Spares,1591.2,0.0,0.0,1591.2,0.0,300,999.0,0
2024-03-12,ITEM_MED001,Medical,1303.5,0.0,1.9,1301.6,1.9,100,686.8,0
2024-03-13,ITEM_FOOD001,Food & Supplies,0.0,16.0,53.1,0.0,53.12,100,0.0,1
2024-03-13,ITEM_FUEL001,Energy,5019.7,0.0,442.0,4577.7,442.02,100,10.4,0
2024-03-13,ITEM_SPARE001,Spares,1123.6,0.0,0.0,1123.6,0.0,300,999.0,0
2024-03-13,ITEM_SPARE002,Spares,1591.2,40.5,0.7,1631.0,0.7,300,2345.1,0
2024-03-13,ITEM_MED001,Medical,1301.6,0.0,0.9,1300.6,0.95,100,1370.2,0
2024-03-14,ITEM_FOOD001,Food & Supplies,0.0,18.8,49.6,0.0,49.57,100,0.0,1
2024-03-14,ITEM_FUEL001,Energy,4577.7,0.0,414.3,4163.4,414.26,100,10.1,0
2024-03-14,ITEM_SPARE001,Spares,1123.6,0.0,0.0,1123.6,0.0,300,999.0,0
2024-03-14,ITEM_SPARE002,Spares,1631.0,0.0,0.0,1631.0,0.0,300,999.0,0
2024-03-14,ITEM_MED001,Medical,1300.6,0.0,1.3,1299.4,1.28,100,1014.1,0
2024-03-15,ITEM_FOOD001,Food & Supplies,0.0,32.5,45.5,0.0,45.49,100,0.0,1
2024-03-15,ITEM_FUEL001,Energy,4163.4,25000.0,489.5,10000.0,489.55,100,20.4,0
2024-03-15,ITEM_SPARE001,Spares,1123.6,0.0,0.0,1123.6,0.0,300,999.0,0
2024-03-15,ITEM_SPARE002,Spares,1631.0,0.0,0.0,1631.0,0.0,300,999.0,0
2024-03-15,ITEM_MED001,Medical,1299.4,0.0,1.7,1297.7,1.67,100,775.9,0
2024-03-16,ITEM_FOOD001,Food & Supplies,0.0,41.9,40.3,1.6,40.31,100,0.0,1
2024-03-16,ITEM_FUEL001,Energy,10000.0,0.0,518.3,9481.7,518.3,100,18.3,0
2024-03-16,ITEM_SPARE001,Spares,1123.6,0.0,2.4,1121.2,2.45,300,458.3,0
2024-03-16,ITEM_SPARE002,Spares,1631.0,0.0,0.0,1631.0,0.0,300,999.0,0
2024-03-16,ITEM_MED001,Medical,1297.7,0.0,1.2,1296.5,1.22,100,1064.2,0
2024-03-17,ITEM_FOOD001,Food & Supplies,1.6,40.1,38.3,3.3,38.31,100,0.1,1
2024-03-17,ITEM_FUEL001,Energy,9481.7,0.0,467.5,9014.2,467.54,100,19.3,0
2024-03-17,ITEM_SPARE001,Spares,1121.2,0.0,2.7,1118.5,2.71,300,413.1,0
2024-03-17,ITEM_SPARE002,Spares,1631.0,106.3,0.0,1737.3,0.0,300,999.0,0
2024-03-17,ITEM_MED001,Medical,1296.5,0.0,0.8,1295.7,0.81,100,1601.7,0
2024-03-18,ITEM_FOOD001,Food & Supplies,3.3,20.2,38.1,0.0,38.06,100,0.0,1
2024-03-18,ITEM_FUEL001,Energy,9014.2,0.0,523.9,8490.2,523.93,100,16.2,0
2024-03-18,ITEM_SPARE001,Spares,1118.5,0.0,0.0,1118.5,0.0,300,999.0,0
2024-03-18,ITEM_SPARE002,Spares,1737.3,0.0,0.0,1737.3,0.0,300,999.0,0
2024-03-18,ITEM_MED001,Medical,1295.7,0.0,1.9,1293.8,1.9,100,680.5,0
2024-03-19,ITEM_FOOD001,Food & Supplies,0.0,32.4,45.7,0.0,45.72,100,0.0,1
2024-03-19,ITEM_FUEL001,Energy,8490.2,0.0,468.4,8021.8,468.39,100,17.1,0
2024-03-19,ITEM_SPARE001,Spares,1118.5,0.0,0.0,1118.5,0.0,300,999.0,0
2024-03-19,ITEM_SPARE002,Spares,1737.3,0.0,0.0,1737.3,0.0,300,999.0,0
2024-03-19,ITEM_MED001,Medical,1293.8,0.0,1.5,1292.3,1.48,100,876.1,0
2024-03-20,ITEM_FOOD001,Food & Supplies,0.0,12.4,42.0,0.0,41.96,100,0.0,1
2024-03-20,ITEM_FUEL001,Energy,8021.8,0.0,495.5,7526.4,495.49,100,15.2,0
2024-03-20,ITEM_SPARE001,Spares,1118.5,0.0,1.3,1117.2,1.3,300,858.3,0
2024-03-20,ITEM_SPARE002,Spares,1737.3,0.0,0.8,1736.5,0.8,300,2159.9,0
2024-03-20,ITEM_MED001,Medical,1292.3,0.0,2.2,1290.1,2.22,100,580.1,0
2024-03-21,ITEM_FOOD001,Food & Supplies,0.0,16.4,46.8,0.0,46.81,100,0.0,1
2024-03-21,ITEM_FUEL001,Energy,7526.4,0.0,437.7,7088.6,437.73,100,16.2,0
2024-03-21,ITEM_SPARE001,Spares,1117.2,0.0,0.0,1117.2,0.0,300,999.0,0
2024-03-21,ITEM_SPARE002,Spares,1736.5,54.9,3.2,1788.2,3.17,300,563.3,0
2024-03-21,ITEM_MED001,Medical,1290.1,0.0,0.2,1289.8,0.22,100,5844.2,0
2024-03-22,ITEM_FOOD001,Food & Supplies,0.0,28.8,45.3,0.0,45.28,100,0.0,1
2024-03-22,ITEM_FUEL001,Energy,7088.6,0.0,495.6,6593.0,495.64,100,13.3,0
2024-03-22,ITEM_SPARE001,Spares,1117.2,0.0,0.0,1117.2,0.0,300,999.0,0
2024-03-22,ITEM_SPARE002,Spares,1788.2,0.0,1.4,1786.8,1.38,300,1298.6,0
2024-03-22,ITEM_MED001,Medical,1289.8,0.0,0.8,1289.0,0.81,100,1590.3,0
2024-03-23,ITEM_FOOD001,Food & Supplies,0.0,18.0,52.3,0.0,52.33,100,0.0,1
2024-03-23,ITEM_FUEL001,Energy,6593.0,0.0,502.4,6090.6,502.39,100,12.1,0
2024-03-23,ITEM_SPARE001,Spares,1117.2,0.0,2.9,1114.3,2.9,300,384.1,0
2024-03-23,ITEM_SPARE002,Spares,1786.8,0.0,0.0,1786.8,0.0,300,999.0,0
2024-03-23,ITEM_MED001,Medical,1289.0,0.0,0.5,1288.5,0.54,100,2365.0,0
2024-03-24,ITEM_FOOD001,Food & Supplies,0.0,11.5,43.5,0.0,43.52,100,0.0,1
2024-03-24,ITEM_FUEL001,Energy,6090.6,0.0,425.5,5665.1,425.52,100,13.3,0
2024-03-24,ITEM_SPARE001,Spares,1114.3,0.0,0.0,1114.3,0.0,300,999.0,0
2024-03-24,ITEM_SPARE002,Spares,1786.8,0.0,-0.2,1787.0,-0.22,300,999.0,0
2024-03-24,ITEM_MED001,Medical,1288.5,0.0,1.2,1287.3,1.17,100,1100.2,0
2024-03-25,ITEM_FOOD001,Food & Supplies,0.0,24.9,44.9,0.0,44.95,100,0.0,1
2024-03-25,ITEM_FUEL001,Energy,5665.1,0.0,570.0,5095.0,570.04,100,8.9,0
2024-03-25,ITEM_SPARE001,Spares,1114.3,0.0,0.0,1114.3,0.0,300,999.0,0
2024-03-25,ITEM_SPARE002,Spares,1787.0,0.0,0.0,1787.0,0.0,300,999.0,0
2024-03-25,ITEM_MED001,Medical,1287.3,0.0,1.1,1286.3,1.06,100,1215.6,0
2024-03-26,ITEM_FOOD001,Food & Supplies,0.0,11.7,41.3,0.0,41.26,100,0.0,1
2024-03-26,ITEM_FUEL001,Energy,5095.0,0.0,484.5,4610.5,484.54,100,9.5,0
2024-03-26,ITEM_SPARE001,Spares,1114.3,0.0,0.0,1114.3,0.0,300,999.0,0
2024-03-26,ITEM_SPARE002,Spares,1787.0,80.2,0.8,1866.4,0.77,300,2413.3,0
2024-03-26,ITEM_MED001,Medical,1286.3,0.0,1.8,1284.5,1.79,100,719.0,0
2024-03-27,ITEM_FOOD001,Food & Supplies,0.0,23.0,43.1,0.0,43.15,100,0.0,1
2024-03-27,ITEM_FUEL001,Energy,4610.5,0.0,507.2,4103.3,507.22,100,8.1,0
2024-03-27,ITEM_SPARE001,Spares,1114.3,0.0,0.0,1114.3,0.0,300,999.0,0
2024-03-27,ITEM_SPARE002,Spares,1866.4,0.0,3.2,1863.2,3.22,300,577.8,0
2024-03-27,ITEM_MED001,Medical,1284.5,0.0,0.6,1283.9,0.56,100,2301.1,0
2024-03-28,ITEM_FOOD001,Food & Supplies,0.0,11.3,48.7,0.0,48.74,100,0.0,1
2024-03-28,ITEM_FUEL001,Energy,4103.3,25000.0,413.5,10000.0,413.52,100,24.2,0
2024-03-28,ITEM_SPARE001,Spares,1114.3,0.0,0.0,1114.3,0.0,300,999.0,0
2024-03-28,ITEM_SPARE002,Spares,1863.2,0.0,1.6,1861.5,1.63,300,1141.6,0
2024-03-28,ITEM_MED001,Medical,1283.9,0.0,1.2,1282.8,1.16,100,1103.5,0
2024-03-29,ITEM_FOOD001,Food & Supplies,0.0,19.9,35.1,0.0,35.15,100,0.0,1
2024-03-29,ITEM_FUEL001,Energy,10000.0,0.0,473.8,9526.2,473.82,100,20.1,0
2024-03-29,ITEM_SPARE001,Spares,1114.3,0.0,1.5,1112.8,1.47,300,758.1,0
2024-03-29,ITEM_SPARE002,Spares,1861.5,0.0,0.0,1861.5,0.0,300,999.0,0
2024-03-29,ITEM_MED001,Medical,1282.8,0.0,-0.5,1283.3,-0.52,100,999.0,0
2024-03-30,ITEM_FOOD001,Food & Supplies,0.0,26.8,50.0,0.0,50.02,100,0.0,1
2024-03-30,ITEM_FUEL001,Energy,9526.2,0.0,429.9,9096.3,429.92,100,21.2,0
2024-03-30,ITEM_SPARE001,Spares,1112.8,0.0,0.0,1112.8,0.0,300,999.0,0
2024-03-30,ITEM_SPARE002,Spares,1861.5,0.0,0.0,1861.5,0.0,300,999.0,0
2024-03-30,ITEM_MED001,Medical,1283.3,0.0,0.2,1283.0,0.24,100,5369.0,0
2024-03-31,ITEM_FOOD001,Food & Supplies,0.0,28.4,47.4,0.0,47.43,100,0.0,1
2024-03-31,ITEM_FUEL001,Energy,9096.3,0.0,394.0,8702.3,393.96,100,22.1,0
2024-03-31,ITEM_SPARE001,Spares,1112.8,0.0,0.0,1112.8,0.0,300,999.0,0
2024-03-31,ITEM_SPARE002,Spares,1861.5,0.0,1.9,1859.6,1.92,300,967.7,0
2024-03-31,ITEM_MED001,Medical,1283.0,0.0,1.7,1281.4,1.68,100,761.2,0
