timestamp,equipment_id,equipment_type,runtime_hours,temperature_c,vibration_mm_s,power_kw,pressure,health_score,anomaly,failure_risk
2024-01-24 06:00:00,EQ_B001,Compressor,6960.3,19.8,4.57,22.3,6.11,61.8,0,68.2
2024-01-24 06:00:00,EQ_B002,Water Pump,9419.5,20.2,7.2,12.38,2.77,23.2,1,100.0
2024-01-24 07:00:00,EQ_M001,Compressor,10675.0,19.9,8.0,24.71,6.69,20.0,1,100.0
2024-01-24 07:00:00,EQ_M002,Water Pump,12412.1,22.3,8.0,14.38,3.2,20.0,1,100.0
2024-01-24 07:00:00,EQ_M003,Air Handler,9847.1,19.7,7.56,16.0,2.97,20.0,1,100.0
2024-01-24 07:00:00,EQ_B001,Compressor,6961.3,18.3,4.77,21.32,6.7,61.2,0,68.8
2024-01-24 07:00:00,EQ_B002,Water Pump,9420.1,19.7,6.31,15.37,2.96,25.8,1,100.0
2024-01-24 08:00:00,EQ_M001,Compressor,10675.5,20.4,8.0,23.47,6.19,20.0,1,100.0
2024-01-24 08:00:00,EQ_M002,Water Pump,12413.1,22.3,8.0,16.04,2.83,20.0,1,100.0
2024-01-24 08:00:00,EQ_M003,Air Handler,9847.8,19.8,7.92,11.08,2.82,20.0,1,100.0
2024-01-24 08:00:00,EQ_B001,Compressor,6961.8,20.5,4.51,24.58,6.49,61.9,0,68.1
2024-01-24 08:00:00,EQ_B002,Water Pump,9420.8,17.9,7.12,15.24,3.16,23.4,1,100.0
2024-01-24 09:00:00,EQ_M001,Compressor,10676.5,20.8,8.0,21.54,6.35,20.0,1,100.0
2024-01-24 09:00:00,EQ_M002,Water Pump,12414.1,25.8,8.0,15.63,2.77,20.0,1,100.0
2024-01-24 09:00:00,EQ_M003,Air Handler,9848.7,19.6,6.73,12.85,2.9,20.0,1,100.0
2024-01-24 09:00:00,EQ_B001,Compressor,6962.6,19.0,4.89,24.01,7.06,60.8,0,69.2
2024-01-24 09:00:00,EQ_B002,Water Pump,9421.4,19.0,6.84,14.53,3.03,24.2,1,100.0
2024-01-24 10:00:00,EQ_M001,Compressor,10677.3,21.6,7.69,23.18,6.45,20.0,1,100.0
2024-01-24 10:00:00,EQ_M002,Water Pump,12414.8,26.1,8.0,12.15,3.0,20.0,1,100.0
2024-01-24 10:00:00,EQ_M003,Air Handler,9849.5,17.7,6.72,16.83,2.92,20.0,1,100.0
2024-01-24 10:00:00,EQ_B001,Compressor,6963.5,19.5,3.96,23.12,7.08,63.6,0,66.4
2024-01-24 10:00:00,EQ_B002,Water Pump,9422.4,19.0,6.78,15.28,3.09,24.4,1,100.0
2024-01-24 11:00:00,EQ_M001,Compressor,10678.0,20.9,7.87,16.69,7.3,20.0,1,100.0
2024-01-24 11:00:00,EQ_M002,Water Pump,12415.8,23.0,8.0,14.28,2.95,20.0,1,100.0
2024-01-24 11:00:00,EQ_M003,Air Handler,9850.3,18.6,7.59,13.47,2.64,20.0,1,100.0
2024-01-24 11:00:00,EQ_B001,Compressor,6964.0,18.3,4.48,20.32,5.97,62.0,0,68.0
2024-01-24 11:00:00,EQ_B002,Water Pump,9423.0,19.2,7.07,12.71,2.67,23.5,1,100.0
2024-01-24 12:00:00,EQ_M001,Compressor,10678.9,17.6,7.73,24.43,6.34,20.0,1,100.0
2024-01-24 12:00:00,EQ_M002,Water Pump,12416.6,23.5,8.0,17.04,3.12,20.0,1,100.0
2024-01-24 12:00:00,EQ_M003,Air Handler,9851.1,18.7,7.28,19.02,2.97,20.0,1,100.0
2024-01-24 12:00:00,EQ_B001,Compressor,6964.7,18.9,4.16,21.18,6.61,63.0,0,67.0
2024-01-24 12:00:00,EQ_B002,Water Pump,9423.9,20.2,6.8,13.42,3.12,24.3,1,100.0
2024-01-24 13:00:00,EQ_M001,Compressor,10679.4,20.5,8.0,22.22,6.35,20.0,1,100.0
2024-01-24 13:00:00,EQ_M002,Water Pump,12417.3,23.6,8.0,13.62,2.74,20.0,1,100.0
2024-01-24 13:00:00,EQ_M003,Air Handler,9852.0,18.5,7.17,15.11,2.54,20.0,1,100.0
2024-01-24 13:00:00,EQ_B001,Compressor,6965.5,18.4,4.42,21.14,7.0,62.2,0,67.8
2024-01-24 13:00:00,EQ_B002,Water Pump,9424.8,20.0,7.09,16.94,2.92,23.4,1,100.0
2024-01-24 14:00:00,EQ_M001,Compressor,10680.3,19.5,8.0,23.45,6.36,20.0,1,100.0
2024-01-24 14:00:00,EQ_M002,Water Pump,12418.1,22.2,8.0,14.22,3.08,20.0,1,100.0
2024-01-24 14:00:00,EQ_M003,Air Handler,9852.6,19.7,7.42,13.22,2.9,20.0,1,100.0
2024-01-24 14:00:00,EQ_B001,Compressor,6966.2,18.9,4.48,22.26,6.59,62.0,0,68.0
2024-01-24 14:00:00,EQ_B002,Water Pump,9425.6,19.9,6.89,13.28,2.78,24.0,1,100.0
2024-01-24 15:00:00,EQ_M001,Compressor,10681.0,20.3,8.0,22.14,6.54,20.0,1,100.0
2024-01-24 15:00:00,EQ_M002,Water Pump,12418.6,24.0,8.0,11.65,3.19,20.0,1,100.0
2024-01-24 15:00:00,EQ_M003,Air Handler,9853.3,19.7,7.24,15.34,2.96,20.0,1,100.0
2024-01-24 15:00:00,EQ_B001,Compressor,6967.0,20.6,4.31,22.88,6.72,62.5,0,67.5
2024-01-24 15:00:00,EQ_B002,Water Pump,9426.1,19.4,6.42,15.27,2.84,25.4,1,100.0
2024-01-24 16:00:00,EQ_M001,Compressor,10681.9,22.7,7.94,22.47,6.49,20.0,1,100.0
2024-01-24 16:00:00,EQ_M002,Water Pump,12419.4,24.7,8.0,13.67,3.11,20.0,1,100.0
2024-01-24 16:00:00,EQ_M003,Air Handler,9854.3,19.8,7.28,14.0,2.78,20.0,1,100.0
2024-01-24 16:00:00,EQ_B001,Compressor,6967.6,19.0,4.55,20.29,6.43,61.8,0,68.2
2024-01-24 16:00:00,EQ_B002,Water Pump,9426.9,19.2,6.56,11.93,2.97,25.0,1,100.0
2024-01-24 17:00:00,EQ_M001,Compressor,10682.8,21.4,8.0,20.56,6.58,20.0,1,100.0
2024-01-24 17:00:00,EQ_M002,Water Pump,12420.0,24.5,8.0,13.03,3.1,20.0,1,100.0
2024-01-24 17:00:00,EQ_M003,Air Handler,9855.1,18.6,7.67,12.3,3.13,20.0,1,100.0
2024-01-24 17:00:00,EQ_B001,Compressor,6968.2,20.1,4.44,23.5,6.35,62.1,0,67.9
2024-01-24 17:00:00,EQ_B002,Water Pump,9427.9,19.8,7.09,13.85,3.41,23.4,1,100.0
2024-01-24 18:00:00,EQ_M001,Compressor,10683.4,21.8,7.96,20.25,7.0,20.0,1,100.0
2024-01-24 18:00:00,EQ_M002,Water Pump,12420.6,22.8,8.0,16.08,3.13,20.0,1,100.0
2024-01-24 18:00:00,EQ_M003,Air Handler,9855.8,18.7,7.36,16.4,2.88,20.0,1,100.0
2024-01-24 18:00:00,EQ_B001,Compressor,6969.0,19.0,4.56,23.8,6.58,61.7,0,68.3
2024-01-24 18:00:00,EQ_B002,Water Pump,9428.8,19.0,6.84,15.28,2.91,24.1,1,100.0
2024-01-24 19:00:00,EQ_M001,Compressor,10684.0,19.5,8.0,21.34,6.58,20.0,1,100.0
2024-01-24 19:00:00,EQ_M002,Water Pump,12421.2,24.2,8.0,17.18,3.26,20.0,1,100.0
2024-01-24 19:00:00,EQ_M003,Air Handler,9856.7,20.3,7.57,14.27,2.94,20.0,1,100.0
2024-01-24 19:00:00,EQ_B001,Compressor,6969.8,18.6,4.46,29.66,6.78,62.0,0,68.0
2024-01-24 19:00:00,EQ_B002,Water Pump,9429.4,17.2,7.07,13.31,2.75,23.4,1,100.0
2024-01-24 20:00:00,EQ_M001,Compressor,10685.0,20.1,8.0,23.27,6.45,20.0,1,100.0
2024-01-24 20:00:00,EQ_M002,Water Pump,12421.8,23.2,8.0,15.69,3.27,20.0,1,100.0
2024-01-24 20:00:00,EQ_M003,Air Handler,9857.6,20.2,6.66,17.47,2.76,20.0,1,100.0
2024-01-24 20:00:00,EQ_B001,Compressor,6970.6,18.7,4.74,19.32,6.32,61.2,0,68.8
2024-01-24 20:00:00,EQ_B002,Water Pump,9429.9,16.8,7.26,13.74,2.91,22.8,1,100.0
2024-01-24 21:00:00,EQ_M001,Compressor,10685.8,20.7,8.0,22.46,6.88,20.0,1,100.0
2024-01-24 21:00:00,EQ_M002,Water Pump,12422.6,23.8,8.0,15.35,2.88,20.0,1,100.0
2024-01-24 21:00:00,EQ_M003,Air Handler,9858.1,20.0,6.88,13.92,2.59,20.0,1,100.0
2024-01-24 21:00:00,EQ_B001,Compressor,6971.3,19.7,4.51,19.09,6.93,61.8,0,68.2
2024-01-24 21:00:00,EQ_B002,Water Pump,9430.9,18.3,7.68,16.44,2.75,21.6,1,100.0
2024-01-24 22:00:00,EQ_M001,Compressor,10686.5,18.3,8.0,20.82,6.72,20.0,1,100.0
2024-01-24 22:00:00,EQ_M002,Water Pump,12423.3,24.1,8.0,15.32,2.94,20.0,1,100.0
2024-01-24 22:00:00,EQ_M003,Air Handler,9859.0,19.2,7.47,18.53,2.76,20.0,1,100.0
2024-01-24 22:00:00,EQ_B001,Compressor,6972.2,19.5,4.4,18.62,5.96,62.1,0,67.9
2024-01-24 22:00:00,EQ_B002,Water Pump,9431.4,19.7,6.72,14.36,3.0,24.5,1,100.0
2024-01-24 23:00:00,EQ_M001,Compressor,10687.1,20.2,8.0,23.25,6.21,20.0,1,100.0
2024-01-24 23:00:00,EQ_M002,Water Pump,12424.2,23.5,8.0,14.23,3.18,20.0,1,100.0
2024-01-24 23:00:00,EQ_M003,Air Handler,9859.7,20.0,7.73,13.88,3.15,20.0,1,100.0
2024-01-24 23:00:00,EQ_B001,Compressor,6972.9,19.8,4.74,24.33,6.39,61.1,0,68.9
2024-01-24 23:00:00,EQ_B002,Water Pump,9432.4,19.0,7.11,15.9,2.76,23.3,1,100.0
2024-01-25 00:00:00,EQ_M001,Compressor,10688.0,20.9,8.0,22.9,6.39,20.0,1,100.0
2024-01-25 00:00:00,EQ_M002,Water Pump,12424.7,24.3,8.0,15.24,2.99,20.0,1,100.0
2024-01-25 00:00:00,EQ_M003,Air Handler,9860.6,17.9,7.33,17.37,3.18,20.0,1,100.0
2024-01-25 00:00:00,EQ_B001,Compressor,6973.6,19.3,4.32,21.28,6.42,62.4,0,67.6
2024-01-25 00:00:00,EQ_B002,Water Pump,9433.3,19.6,6.96,16.3,2.9,23.7,1,100.0
2024-01-25 01:00:00,EQ_M001,Compressor,10688.9,20.6,8.0,22.14,6.19,20.0,1,100.0
2024-01-25 01:00:00,EQ_M002,Water Pump,12425.5,25.0,8.0,15.01,2.94,20.0,1,100.0
2024-01-25 01:00:00,EQ_M003,Air Handler,9861.2,20.0,7.79,13.75,2.92,20.0,1,100.0
2024-01-25 01:00:00,EQ_B001,Compressor,6974.4,19.0,4.39,23.97,6.48,62.2,0,67.8
2024-01-25 01:00:00,EQ_B002,Water Pump,9434.0,17.9,7.07,14.29,3.1,23.4,1,100.0
2024-01-25 02:00:00,EQ_M001,Compressor,10689.8,20.2,8.0,21.93,6.34,20.0,1,100.0
2024-01-25 02:00:00,EQ_M002,Water Pump,12426.1,23.7,8.0,15.67,2.97,20.0,1,100.0
2024-01-25 02:00:00,EQ_M003,Air Handler,9861.8,19.0,7.09,14.62,2.52,20.0,1,100.0
2024-01-25 02:00:00,EQ_B001,Compressor,6974.9,17.4,4.44,22.56,6.51,62.0,0,68.0
2024-01-25 02:00:00,EQ_B002,Water Pump,9435.0,18.7,6.71,13.3,3.2,24.4,1,100.0
2024-01-25 03:00:00,EQ_M001,Compressor,10690.4,17.8,8.0,24.03,6.77,20.0,1,100.0
2024-01-25 03:00:00,EQ_M002,Water Pump,12426.8,23.3,8.0,13.77,3.24,20.0,1,100.0
2024-01-25 03:00:00,EQ_M003,Air Handler,9862.4,19.0,7.05,16.53,3.35,20.0,1,100.0
2024-01-25 03:00:00,EQ_B001,Compressor,6975.8,19.9,4.46,23.46,6.63,61.9,0,68.1
2024-01-25 03:00:00,EQ_B002,Water Pump,9435.6,19.6,7.1,15.04,3.09,23.3,1,100.0
2024-01-25 04:00:00,EQ_M001,Compressor,10691.0,19.6,8.0,22.64,6.9,20.0,1,100.0
2024-01-25 04:00:00,EQ_M002,Water Pump,12427.4,23.1,8.0,12.58,3.17,20.0,1,100.0
2024-01-25 04:00:00,EQ_M003,Air Handler,9863.2,17.7,7.49,15.6,3.47,20.0,1,100.0
2024-01-25 04:00:00,EQ_B001,Compressor,6976.4,17.8,4.56,21.04,6.49,61.6,0,68.4
2024-01-25 04:00:00,EQ_B002,Water Pump,9436.2,19.5,6.69,10.83,3.03,24.5,1,100.0
2024-01-25 05:00:00,EQ_M001,Compressor,10692.0,18.9,8.0,19.71,6.67,20.0,1,100.0
2024-01-25 05:00:00,EQ_M002,Water Pump,12428.3,23.7,8.0,13.87,3.22,20.0,1,100.0
2024-01-25 05:00:00,EQ_M003,Air Handler,9863.9,17.9,7.59,16.5,3.38,20.0,1,100.0
2024-01-25 05:00:00,EQ_B001,Compressor,6977.3,20.0,4.79,23.45,6.16,60.9,0,69.1
2024-01-25 05:00:00,EQ_B002,Water Pump,9436.8,20.0,7.19,14.44,2.99,23.0,1,100.0
2024-01-25 06:00:00,EQ_M001,Compressor,10692.7,21.1,8.0,20.74,6.08,20.0,1,100.0
2024-01-25 06:00:00,EQ_M002,Water Pump,12429.2,25.6,8.0,15.84,3.2,20.0,1,100.0
2024-01-25 06:00:00,EQ_M003,Air Handler,9864.5,20.8,7.16,15.93,2.93,20.0,1,100.0
2024-01-25 06:00:00,EQ_B001,Compressor,6978.2,19.7,4.57,17.84,7.17,61.6,0,68.4
2024-01-25 06:00:00,EQ_B002,Water Pump,9437.8,18.4,6.49,13.8,2.96,25.0,1,100.0
2024-01-25 07:00:00,EQ_M001,Compressor,10693.3,21.3,8.0,23.23,6.93,20.0,1,100.0
2024-01-25 07:00:00,EQ_M002,Water Pump,12430.1,22.5,8.0,16.47,2.89,20.0,1,100.0
2024-01-25 07:00:00,EQ_M003,Air Handler,9865.3,18.6,7.94,13.52,2.99,20.0,1,100.0
2024-01-25 07:00:00,EQ_B001,Compressor,6978.7,18.1,4.53,23.22,6.6,61.7,0,68.3
2024-01-25 07:00:00,EQ_B002,Water Pump,9438.6,18.6,6.51,14.02,2.71,25.0,1,100.0
2024-01-25 08:00:00,EQ_M001,Compressor,10694.0,20.9,8.0,23.95,5.91,20.0,1,100.0
2024-01-25 08:00:00,EQ_M002,Water Pump,12430.6,23.5,8.0,16.0,3.3,20.0,1,100.0
2024-01-25 08:00:00,EQ_M003,Air Handler,9866.3,19.1,7.26,14.06,2.93,20.0,1,100.0
2024-01-25 08:00:00,EQ_B001,Compressor,6979.7,18.6,4.36,18.3,6.65,62.2,0,67.8
2024-01-25 08:00:00,EQ_B002,Water Pump,9439.3,16.6,7.15,15.3,3.28,23.1,1,100.0
2024-01-25 09:00:00,EQ_M001,Compressor,10694.5,21.6,8.0,20.15,6.81,20.0,1,100.0
2024-01-25 09:00:00,EQ_M002,Water Pump,12431.2,24.5,8.0,13.58,2.75,20.0,1,100.0
2024-01-25 09:00:00,EQ_M003,Air Handler,9866.9,17.6,7.3,14.39,2.88,20.0,1,100.0
2024-01-25 09:00:00,EQ_B001,Compressor,6980.3,20.2,4.56,21.57,6.42,61.6,0,68.4
2024-01-25 09:00:00,EQ_B002,Water Pump,9439.9,16.9,6.9,14.19,2.72,23.8,1,100.0
2024-01-25 10:00:00,EQ_M001,Compressor,10695.5,19.4,8.0,27.11,6.54,20.0,1,100.0
2024-01-25 10:00:00,EQ_M002,Water Pump,12431.9,22.9,8.0,17.18,3.03,20.0,1,100.0
2024-01-25 10:00:00,EQ_M003,Air Handler,9867.6,18.2,7.35,14.5,3.27,20.0,1,100.0
2024-01-25 10:00:00,EQ_B001,Compressor,6981.1,18.1,4.53,24.45,6.87,61.6,0,68.4
2024-01-25 10:00:00,EQ_B002,Water Pump,9440.6,18.1,6.74,13.46,2.93,24.3,1,100.0
2024-01-25 11:00:00,EQ_M001,Compressor,10696.3,21.1,8.0,21.73,6.5,20.0,1,100.0
2024-01-25 11:00:00,EQ_M002,Water Pump,12432.8,24.2,8.0,14.76,2.87,20.0,1,100.0
2024-01-25 11:00:00,EQ_M003,Air Handler,9868.2,16.9,7.06,14.29,2.83,20.0,1,100.0
2024-01-25 11:00:00,EQ_B001,Compressor,6981.6,18.5,4.64,22.02,6.34,61.3,0,68.7
2024-01-25 11:00:00,EQ_B002,Water Pump,9441.5,19.1,7.19,15.39,2.78,22.9,1,100.0
2024-01-25 12:00:00,EQ_M001,Compressor,10697.2,21.0,8.0,22.31,6.27,20.0,1,100.0
2024-01-25 12:00:00,EQ_M002,Water Pump,12433.3,23.5,8.0,18.96,2.95,20.0,1,100.0
2024-01-25 12:00:00,EQ_M003,Air Handler,9869.2,19.0,7.74,14.51,3.15,20.0,1,100.0
2024-01-25 12:00:00,EQ_B001,Compressor,6982.5,18.7,4.52,21.74,6.65,61.7,0,68.3
2024-01-25 12:00:00,EQ_B002,Water Pump,9442.3,18.9,6.78,16.7,2.99,24.1,1,100.0
2024-01-25 13:00:00,EQ_M001,Compressor,10697.7,22.0,8.0,23.1,6.22,20.0,1,100.0
2024-01-25 13:00:00,EQ_M002,Water Pump,12434.1,22.5,8.0,15.25,2.61,20.0,1,100.0
2024-01-25 13:00:00,EQ_M003,Air Handler,9870.2,17.4,7.6,14.49,3.11,20.0,1,100.0
2024-01-25 13:00:00,EQ_B001,Compressor,6983.2,18.9,4.27,19.36,6.52,62.4,0,67.6
2024-01-25 13:00:00,EQ_B002,Water Pump,9443.1,18.3,6.98,12.09,2.96,23.5,1,100.0
2024-01-25 14:00:00,EQ_M001,Compressor,10698.3,21.2,8.0,20.68,6.64,20.0,1,100.0
2024-01-25 14:00:00,EQ_M002,Water Pump,12434.8,22.3,8.0,14.21,3.44,20.0,1,100.0
2024-01-25 14:00:00,EQ_M003,Air Handler,9871.0,17.9,7.58,16.2,2.8,20.0,1,100.0
2024-01-25 14:00:00,EQ_B001,Compressor,6984.0,19.6,4.33,23.31,6.03,62.2,0,67.8
2024-01-25 14:00:00,EQ_B002,Water Pump,9443.7,18.7,7.17,13.44,3.21,22.9,1,100.0
2024-01-25 15:00:00,EQ_M001,Compressor,10699.0,20.1,8.0,19.48,6.37,20.0,1,100.0
2024-01-25 15:00:00,EQ_M002,Water Pump,12435.4,25.3,8.0,16.56,3.1,20.0,1,100.0
2024-01-25 15:00:00,EQ_M003,Air Handler,9871.8,20.6,7.01,12.3,3.22,20.0,1,100.0
2024-01-25 15:00:00,EQ_B001,Compressor,6984.8,19.6,4.02,23.86,6.44,63.1,0,66.9
2024-01-25 15:00:00,EQ_B002,Water Pump,9444.3,17.8,7.25,15.83,2.81,22.7,1,100.0
2024-01-25 16:00:00,EQ_M001,Compressor,10699.6,20.0,8.0,22.03,6.78,20.0,1,100.0
2024-01-25 16:00:00,EQ_M002,Water Pump,12436.2,23.0,8.0,16.05,3.15,20.0,1,100.0
2024-01-25 16:00:00,EQ_M003,Air Handler,9872.4,18.3,6.6,14.46,3.26,20.0,1,100.0
2024-01-25 16:00:00,EQ_B001,Compressor,6985.4,17.5,4.56,22.91,6.42,61.5,0,68.5
2024-01-25 16:00:00,EQ_B002,Water Pump,9445.2,18.6,7.21,15.52,3.23,22.8,1,100.0
2024-01-25 17:00:00,EQ_M001,Compressor,10700.5,20.6,7.7,22.52,6.59,20.0,1,100.0
2024-01-25 17:00:00,EQ_M002,Water Pump,12436.9,22.6,8.0,16.89,3.22,20.0,1,100.0
2024-01-25 17:00:00,EQ_M003,Air Handler,9873.4,17.2,6.95,16.07,3.1,20.0,1,100.0
2024-01-25 17:00:00,EQ_B001,Compressor,6986.3,18.6,4.93,22.08,6.69,60.4,0,69.6
2024-01-25 17:00:00,EQ_B002,Water Pump,9446.0,17.7,6.9,14.4,2.8,23.7,1,100.0
2024-01-25 18:00:00,EQ_M001,Compressor,10701.4,21.5,7.92,22.96,6.63,20.0,1,100.0
2024-01-25 18:00:00,EQ_M002,Water Pump,12437.5,22.6,8.0,13.68,2.95,20.0,1,100.0
2024-01-25 18:00:00,EQ_M003,Air Handler,9874.1,17.5,7.13,16.5,3.23,20.0,1,100.0
2024-01-25 18:00:00,EQ_B001,Compressor,6987.0,16.6,4.71,20.79,6.05,61.0,0,69.0
2024-01-25 18:00:00,EQ_B002,Water Pump,9446.7,16.6,7.01,14.99,3.29,23.4,1,100.0
2024-01-25 19:00:00,EQ_M001,Compressor,10702.3,20.5,8.0,20.4,6.55,20.0,1,100.0
2024-01-25 19:00:00,EQ_M002,Water Pump,12438.0,24.0,8.0,11.74,3.22,20.0,1,100.0
2024-01-25 19:00:00,EQ_M003,Air Handler,9874.9,17.2,6.96,15.57,3.05,20.0,1,100.0
2024-01-25 19:00:00,EQ_B001,Compressor,6987.8,19.4,4.69,22.1,6.49,61.1,0,68.9
2024-01-25 19:00:00,EQ_B002,Water Pump,9447.5,19.0,6.58,13.46,2.57,24.7,1,100.0
2024-01-25 20:00:00,EQ_M001,Compressor,10703.0,20.7,8.0,18.17,6.61,20.0,1,100.0
2024-01-25 20:00:00,EQ_M002,Water Pump,12438.9,24.6,8.0,10.21,2.75,20.0,1,100.0
2024-01-25 20:00:00,EQ_M003,Air Handler,9875.6,19.0,7.73,16.67,2.63,20.0,1,100.0
2024-01-25 20:00:00,EQ_B001,Compressor,6988.6,17.0,4.84,23.75,6.32,60.6,0,69.4
2024-01-25 20:00:00,EQ_B002,Water Pump,9448.0,18.7,6.59,14.44,3.06,24.6,1,100.0
2024-01-25 21:00:00,EQ_M001,Compressor,10703.9,20.8,8.0,23.31,6.46,20.0,1,100.0
2024-01-25 21:00:00,EQ_M002,Water Pump,12439.5,22.4,8.0,15.96,3.06,20.0,1,100.0
2024-01-25 21:00:00,EQ_M003,Air Handler,9876.5,17.7,7.66,18.23,3.19,20.0,1,100.0
2024-01-25 21:00:00,EQ_B001,Compressor,6989.2,17.1,4.43,24.81,6.6,61.9,0,68.1
2024-01-25 21:00:00,EQ_B002,Water Pump,9448.9,18.2,6.74,16.79,3.07,24.2,1,100.0
2024-01-25 22:00:00,EQ_M001,Compressor,10704.9,18.5,7.71,23.45,6.26,20.0,1,100.0
2024-01-25 22:00:00,EQ_M002,Water Pump,12440.1,23.2,8.0,16.05,3.08,20.0,1,100.0
2024-01-25 22:00:00,EQ_M003,Air Handler,9877.3,19.7,7.5,14.74,3.29,20.0,1,100.0
2024-01-25 22:00:00,EQ_B001,Compressor,6990.0,16.2,5.06,23.3,6.7,59.9,0,70.1
2024-01-25 22:00:00,EQ_B002,Water Pump,9449.5,18.9,6.98,15.2,3.23,23.5,1,100.0
2024-01-25 23:00:00,EQ_M001,Compressor,10705.7,19.5,8.0,23.91,6.04,20.0,1,100.0
2024-01-25 23:00:00,EQ_M002,Water Pump,12440.6,23.7,8.0,13.32,3.14,20.0,1,100.0
2024-01-25 23:00:00,EQ_M003,Air Handler,9877.8,19.5,7.47,16.51,3.29,20.0,1,100.0
2024-01-25 23:00:00,EQ_B001,Compressor,6990.5,19.1,4.38,22.9,6.09,62.0,0,68.0
2024-01-25 23:00:00,EQ_B002,Water Pump,9450.1,18.6,6.97,15.42,3.19,23.5,1,100.0
2024-01-26 00:00:00,EQ_M001,Compressor,10706.6,19.3,8.0,21.42,6.15,20.0,1,100.0
2024-01-26 00:00:00,EQ_M002,Water Pump,12441.5,23.1,8.0,15.28,3.0,20.0,1,100.0
2024-01-26 00:00:00,EQ_M003,Air Handler,9878.3,18.9,7.61,17.2,3.1,20.0,1,100.0
2024-01-26 00:00:00,EQ_B001,Compressor,6991.2,18.0,4.49,22.41,6.45,61.6,0,68.4
2024-01-26 00:00:00,EQ_B002,Water Pump,9450.6,17.7,7.0,15.82,2.93,23.4,1,100.0
2024-01-26 01:00:00,EQ_M001,Compressor,10707.2,20.5,8.0,22.58,6.21,20.0,1,100.0
2024-01-26 01:00:00,EQ_M002,Water Pump,12442.4,23.2,8.0,14.7,2.95,20.0,1,100.0
2024-01-26 01:00:00,EQ_M003,Air Handler,9878.9,20.2,7.59,14.93,3.22,20.0,1,100.0
2024-01-26 01:00:00,EQ_B001,Compressor,6992.1,17.3,4.88,20.49,6.46,60.5,0,69.5
2024-01-26 01:00:00,EQ_B002,Water Pump,9451.5,18.0,7.36,15.22,2.69,22.3,1,100.0
2024-01-26 02:00:00,EQ_M001,Compressor,10707.9,21.2,8.0,21.33,6.31,20.0,1,100.0
2024-01-26 02:00:00,EQ_M002,Water Pump,12443.3,23.4,8.0,16.81,3.45,20.0,1,100.0
2024-01-26 02:00:00,EQ_M003,Air Handler,9879.4,17.0,7.49,13.85,3.11,20.0,1,100.0
2024-01-26 02:00:00,EQ_B001,Compressor,6992.7,17.5,4.37,23.93,6.75,62.0,0,68.0
2024-01-26 02:00:00,EQ_B002,Water Pump,9452.3,17.6,7.26,14.86,2.62,22.6,1,100.0
2024-01-26 03:00:00,EQ_M001,Compressor,10708.4,20.7,8.0,24.56,6.33,20.0,1,100.0
2024-01-26 03:00:00,EQ_M002,Water Pump,12444.0,21.4,8.0,15.13,3.04,20.0,1,100.0
2024-01-26 03:00:00,EQ_M003,Air Handler,9880.1,17.6,7.56,15.83,2.95,20.0,1,100.0
2024-01-26 03:00:00,EQ_B001,Compressor,6993.2,16.6,4.28,22.59,6.85,62.3,0,67.7
2024-01-26 03:00:00,EQ_B002,Water Pump,9453.3,20.5,6.98,17.81,2.67,23.4,1,100.0
2024-01-26 04:00:00,EQ_M001,Compressor,10709.3,21.1,7.89,23.17,6.39,20.0,1,100.0
2024-01-26 04:00:00,EQ_M002,Water Pump,12445.0,22.6,8.0,14.95,2.96,20.0,1,100.0
2024-01-26 04:00:00,EQ_M003,Air Handler,9880.9,17.7,6.91,16.57,3.15,20.0,1,100.0
2024-01-26 04:00:00,EQ_B001,Compressor,6993.8,20.8,4.79,22.2,6.43,60.7,0,69.3
2024-01-26 04:00:00,EQ_B002,Water Pump,9454.2,18.6,7.13,15.64,2.92,22.9,1,100.0
2024-01-26 05:00:00,EQ_M001,Compressor,10709.9,20.0,7.89,21.96,6.0,20.0,1,100.0
2024-01-26 05:00:00,EQ_M002,Water Pump,12445.9,23.0,8.0,14.89,3.11,20.0,1,100.0
2024-01-26 05:00:00,EQ_M003,Air Handler,9881.9,17.8,8.0,14.01,2.95,20.0,1,100.0
2024-01-26 05:00:00,EQ_B001,Compressor,6994.6,19.4,4.13,20.15,6.77,62.7,0,67.3
2024-01-26 05:00:00,EQ_B002,Water Pump,9454.9,18.9,7.09,14.0,2.96,23.0,1,100.0
2024-01-26 06:00:00,EQ_M001,Compressor,10710.7,21.0,8.0,24.17,6.42,20.0,1,100.0
2024-01-26 06:00:00,EQ_M002,Water Pump,12446.8,24.7,8.0,13.5,2.67,20.0,1,100.0
2024-01-26 06:00:00,EQ_M003,Air Handler,9882.5,18.1,6.95,14.33,3.21,20.0,1,100.0
2024-01-26 06:00:00,EQ_B001,Compressor,6995.5,18.6,4.19,23.06,6.98,62.5,0,67.5
2024-01-26 06:00:00,EQ_B002,Water Pump,9455.5,18.8,7.42,15.25,3.03,22.0,1,100.0
2024-01-26 07:00:00,EQ_M001,Compressor,10711.6,19.7,8.0,19.57,6.58,20.0,1,100.0
2024-01-26 07:00:00,EQ_M002,Water Pump,12447.4,24.6,8.0,15.52,3.1,20.0,1,100.0
2024-01-26 07:00:00,EQ_M003,Air Handler,9883.4,20.3,7.26,12.96,2.89,20.0,1,100.0
2024-01-26 07:00:00,EQ_B001,Compressor,6996.3,18.3,5.0,20.57,6.43,60.0,0,70.0
